selected_text,sentiment
"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",3
i cant call  im at work,3
expensive.,1
So tired &,1
Happy,5
am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,3
GOODNIGHT,5
doesnt have a hangover  and is getting ready for a good ol` english fry up,3
Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,3
Working now,3
Just at Starbucks with Farrah!,3
@ ginniejean there`s a lot of mojo all over the place...  yes.,3
third date went well....moving on to fourth!!!!!!,3
Mad tired. But it`s the hols! I miss chomp chomp terribly!,1
is finally starting her assignments,3
Good,5
good,5
glad,5
Missing,1
It just had to rain on me,1
yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,3
I miss u guys too  I prob won`t b bk til august sumtime,5
"Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",3
It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,3
trying to figure it out,3
_bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,3
Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,3
i`m a victim,1
i would slip and fall..,1
looking forward to it,5
well paisley has one of those cone things around her head...SO funny but I feel bad for her,3
a stop,1
can`t wait to november for Jobros concert !,5
been there done that. It always ended up with me selling the machine and going back to my mac,3
but I feel sorry for Marcus though.,1
is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,3
http://twitpic.com/4jken - fire and urban at rock challenge,3
can`t believe,1
sorry ba,1
well now i do,3
250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD!,3
i jus love doin night shifts...,5
"Morning tweeple,way to early again",3
reupload the **** thing again,1
your updates are really amusing.,5
Loves the fact,5
s not bad,5
awesome.,5
rough,1
"Aww, congrats to the family.",5
YAY!,5
i can`t.,3
"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",3
you okay bby?,3
Goodnight!,5
Im too late... Hes gone,1
lost my internet signal,1
sorry,1
"Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",5
blood everywhere!!!,1
pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,3
Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,3
very very cute,5
Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,3
Great,5
hurt my arm.,1
****,1
tiiiiiiired! Going to bed!,1
"Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",3
I hope,5
keeps getting such delayed responses. why is my internet so messed up?!,1
and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,3
sad.,1
Good,5
I could get away with it. dare me? I`ll go buy it tomorrow,3
Thanks man.  That sorted it,5
enjoying,5
favourite,5
"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",3
congratulatory,5
"Sadly, that`s not too often",1
good times.,5
The sun is not cool,1
...  that was meeeaaannn.,1
Invisible car helps to boost recycling. Honest,5
"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",3
pretty.,5
d really love that!,5
so sadly,1
...you are kickable.,3
"I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there",3
nice,5
Happy,5
Just finished watching 'Marley and Me',3
Enjoying,5
"Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",3
Roll on Thursday,3
"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",3
cavs got lucky 2night  lol but lebron took over and killed em another triple double,3
happy,5
my bad,1
forgot,1
as long as you have someone to make out with,3
thanxx,5
"You arent following me, so i cant send you a DM..",3
poorly,1
Happy St,5
I picked up a taco over lunch... you got a guitar.,3
I won`t have a chance later.,1
'Up' is all sold out!!,3
hope,5
whoaa kinda hard :O that one that you think will be interesting enough to tell,3
s  you`re the best,5
Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,3
SHUT YOUR FACE!,1
"or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!",3
oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,3
cant wait,5
laavly,5
yes please  and if you`re gone i might actually get some work done lol,3
I`m really getting sick ugh,1
stalkerishly,1
???-?? ? youtube ? ????,3
calling mum too ask if she can by ice-cream,3
"_ having a very lazy day, playing xbox and drinking tea",3
s disappointing,1
hopefully,5
My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss,3
Happy,5
thanks,5
My legs are killing me now.  but i know it`s a good pain all in all.,3
"s fun,",5
h) wish I could go too,5
ready to go home,3
need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,3
excited,5
My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,3
****,1
mad the rain got me..,1
I am at my grandparents place,3
hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,3
i dont feel very good,1
I was born there,3
congradts on ur show  Even tho i wasnt there lol,5
damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,5
excuse,1
"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",3
good,5
awesome,5
I`m afraid.,1
I`m not having the best day,1
_Aid16 Goodnight!,3
Welcome,5
Thanks,5
"Thanks,",5
feeling all homely! off out with Freddie for a fun-packed day,5
haha i will remember that  ****,3
"will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",3
I sorry,5
"Awww, it does remind me of getting ready for the ball.",3
just couldn`t remember!!,1
_bishop  sez need to get u to look at my flights again  will email ur work tonite,3
I wish I had the battery life of an iPhone!,5
happy,5
Omg.,5
better,5
Work in that heat is horrible !,1
d turned me human,5
m glad,5
"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",3
Thanks Savvv,5
my sleep pattern is screwed,5
isn`t easy to find,1
may the fourth be with you! happy star wars day,5
".just not lucky, never have been.",1
Taking care of yucky stuff.,1
lame,1
good,5
cry,1
HAPPY,5
at the redi med. getting checked for strep throat.,3
I`m either always on the train or at work,3
i hope,5
"I`m tired,",1
That`s me on a good day,5
not good.,1
: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,5
I LOVE being off work,5
"hahaha, I was busy, now I see what I replied to you!",5
thank you,5
very bad.,1
he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,3
Very content with my life at the moment,3
"thanks, i feel a lot better now.. but it hurt like hell!!!  good luck with the lousy student writing.",3
Thank you,5
pretty much figured out.,5
I scared,1
"esther rhymes with: investor, tester, jester, pester, polyester, semester, sylvester, requester... just to name a few",3
Happy mother`s day to you Lexus.  I hopw it`s a nice one for you.,5
Last night in Australia,3
i was an extra. got ready for work for nothing. studying all night,3
love,5
fave,5
it`s Mothers Day today,3
Thanks,5
_i_am_jes YAY! congrats! i`m afraid to check my grades!,3
bad,1
Same Difference Today  going to go and have a shower then get ready!,3
#bash,3
"Its prob cuz I don`t really like sleeping in late, even if I tried.",1
Congrats,5
t I`m still stick.,1
"i guess your cooler than me, tony hawk never replied to me",3
Wishing I could kidnap  from work,3
ut yes now would be good,5
I ran out of Eclipse mints,3
tweeten maar,3
lost,1
"need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",3
****,1
No... have to go on cruches next 2 weeks,3
My throat is killing me,1
im back on twitter.,3
looked up weather for greece this weekend....80 and sunny OMGZ,3
awww  I`ll let you off - but you`d better be there for my next 30th! XD,5
YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I`ll come prepared!,3
"ah! well, I`ll see if I can find u later in the week.  I am tempted to look at Leica`s this week. LOL. We could go check it out.",3
babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,3
hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that,3
bloody,1
make me tea pleaseeeeeeeeeee,3
classes. n bout to make sum breakfast..,3
o itchy,1
Sports car + curb = flat tire.,3
good,5
"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjd",3
(much) better cook,5
", enjoy",5
great,5
Yaay like it !  ?    Love,5
waste,1
Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,3
'accidentally',1
Thanks you so much,5
sad me,1
Happy Mother`s Day,5
"SUCKS,",1
"no, i do better with people i don`t know   you`re going to chiodos tonight, right? just kill something for me",3
While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it,3
Please feel free to watch and enjoy,5
nice.,5
who I think is very smart,5
o   It looks amazi,5
yeah twitter is a lot of fun babe... especially when you`ve got ppl to talk to! lol & that sounds Goooooood lol,5
loveeee,5
so grateful!!,5
Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.,3
has heart burn,1
thanks to you th,5
"even if I was drunk, I`d think about using a fake/temporary mail address",3
Happy,5
luv,5
Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,3
afraid,1
wow i have no friends on twitter,3
hard,1
positivity is doin me good! Change it up! Won`t regret it... Forsure..,5
my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,3
Love,5
laughing,5
when leaving the shops I had a Medium Light Coffee Frappuccino. Nom nom nom,3
.I`ve become poor again,1
uploading pictures on myspace,3
"but it was kinda funny, sorry. ur still my favorite tho",3
worth,5
No internet there.,1
awesome,5
LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,3
loosing,1
"I think your friend is thinking of Jonathan, not Danny",3
nice we,5
HAPPY MOMMA`s DAY ALL.,5
just got back from donating blood,3
tired?,1
please,5
painful,1
another purse? Need to see photos.,3
Aw. Toy Story 3 is coming out NEXT year.,5
I`m not leaving yet!,3
Happy,5
monumental,5
What??  Nooooooooo      There goes my week,3
Good days with good friends ma,5
miss yall,1
OMG I would sooooo make dis show number one,5
Listening to dashboard confessional & counting down the days until the  concert on May 16th with,3
i`m all alone,1
n interesting,5
aaawww  no worries,5
fun.,5
nice to have you back,5
1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,3
"well it`s not done yet ! 1 more thing left huaaahhhhh ! jupaa, resaaaa awas kaliaaannn !",3
"hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",3
Enjoy the coffee.,5
omg evie. we have to do our plan for hot 30 tomorrow night,3
sad!,1
And i freakin miss anthony  ugh today kinda sucks.,1
my little felted thing looks like an incestuous by- product of two of your lovelies,5
s super sad,1
breaks my heart.,1
thanks,5
I am jealous...Ur koi fish are getting ur attention & I`m not.....lmao   I`m kidding!,3
terrible,1
Happy Mothers Day!,5
Happy,5
happy,5
is wondering what I did to get on the 'do not respond' list,3
Jaydiohead 'No Karma' ? http://twt.fm/91610 #musicmonday This is not the android I was looking for. But it`ll do.,3
"I am ok, I think I will just take the attitude that Mothers Day is an invented Hallmark holiday from now on",3
problem,1
Happy,5
At bus boys and poets ordering medici and white chocolate banana bread pudding,3
"Now, lets do funkey stuff, talking with magento, through xmlrpc with codeignite and output with amf (Zend) to flash",3
